Hind Kochi,,/quant/opsz_max,24
Hind Kochi,,/quant/opsz_min,5
Hind Kochi,wght@300,/quant/stroke_width_max,65.07
Hind Kochi,wght@300,/quant/stroke_width_min,57.86
Hind Kochi,wght@400,/quant/stroke_width_max,82.33
Hind Kochi,wght@400,/quant/stroke_width_min,69.84
Hind Kochi,wght@500,/quant/stroke_width_max,103.01
Hind Kochi,wght@500,/quant/stroke_width_min,82.82
Hind Kochi,wght@600,/quant/stroke_width_max,126.07
Hind Kochi,wght@600,/quant/stroke_width_min,95.80
Hind Kochi,wght@700,/quant/stroke_width_max,152.07
Hind Kochi,wght@700,/quant/stroke_width_min,112.78
